category,shopping_mall,gender,age,quantity,price,month,year,payment_method
1,1,0,28,1,26,7,0,1
4,6,0,47,3,35,9,1,1
7,8,0,8,0,10,9,0,0
7,6,0,40,2,19,10,1,1
1,6,0,27,3,30,6,0,1
2,5,1,25,2,20,9,0,0
5,6,0,7,3,13,5,0,0
1,9,0,35,2,28,6,1,0
1,5,0,45,0,25,5,0,0
2,0,0,19,0,11,3,0,0
2,5,0,50,3,22,2,0,0
0,5,0,49,4,17,2,0,1
1,5,0,11,4,32,6,0,1
1,5,0,37,3,30,10,0,1
1,4,1,12,1,26,1,1,0
7,3,0,39,4,23,10,0,1
4,9,1,15,0,27,2,1,0
1,4,0,36,2,28,4,1,1
4,5,0,48,3,35,11,1,0
1,1,1,38,4,32,7,1,0
6,9,1,12,3,38,3,0,0
1,9,0,1,4,32,2,1,1
6,6,0,4,0,29,9,1,1
3,1,1,11,4,7,2,0,0
1,5,1,26,1,26,7,1,1
7,1,0,20,0,10,8,0,0
1,0,0,14,2,28,9,0,1
7,8,0,40,3,21,2,0,0
2,1,0,37,3,22,4,0,1
3,7,0,46,1,1,2,1,0
1,3,0,27,2,28,2,0,0
1,4,0,47,0,25,6,1,0
1,6,0,36,3,30,2,1,0
1,6,1,40,4,32,1,0,1
2,1,0,22,1,18,0,0,0
1,6,1,6,4,32,1,0,0
1,4,0,42,4,32,4,1,0
3,6,0,42,2,4,11,0,1
3,7,1,48,1,1,4,1,0
3,4,1,41,0,0,7,0,1
5,6,1,51,4,14,0,1,0
2,4,0,29,3,22,2,2,0
6,3,1,21,2,37,0,1,1
1,4,0,36,0,25,7,1,1
6,6,0,49,3,38,0,1,1
1,7,1,12,1,26,4,0,1
7,5,0,9,2,19,0,1,0
2,7,0,34,3,22,9,0,1
3,4,0,39,2,4,5,1,1
1,5,1,34,0,25,3,0,0
2,2,1,2,3,22,3,1,1
5,5,0,34,4,14,1,1,0
3,8,0,49,2,4,4,0,0
2,4,0,2,3,22,10,0,1
1,7,0,46,2,28,7,1,1
2,4,0,2,1,18,1,2,0
7,9,0,42,2,19,7,1,1
1,5,0,18,0,25,9,1,0
4,4,0,11,3,35,2,1,0
5,9,0,27,0,2,4,1,1
3,0,0,0,0,0,0,0,1
0,4,0,36,0,3,11,1,0
1,4,1,27,2,28,10,1,1
3,4,0,41,0,0,9,1,1
1,4,0,31,1,26,10,0,1
5,6,1,43,2,9,0,1,1
3,0,0,10,2,4,5,1,0
0,6,0,18,2,12,8,0,1
1,5,0,51,1,26,6,1,1
3,5,0,9,2,4,3,1,1
1,6,0,12,2,28,2,1,0
2,9,1,49,3,22,4,0,0
4,4,1,48,3,35,3,1,0
3,7,0,34,3,5,1,2,1
3,6,1,51,2,4,1,0,0
1,7,0,45,0,25,10,1,0
1,4,0,2,4,32,1,0,0
7,6,0,5,3,21,2,1,1
7,6,1,29,2,19,9,1,1
1,8,1,25,4,32,4,1,1
4,0,1,37,0,27,7,0,1
7,6,1,7,1,16,8,1,0
4,5,0,44,3,35,3,1,1
2,6,0,5,0,11,2,1,1
6,0,0,30,4,39,2,1,0
5,4,1,46,0,2,4,1,1
1,5,0,32,1,26,0,0,0
2,6,0,24,1,18,1,1,1
1,5,1,25,2,28,4,0,1
1,5,0,7,2,28,5,1,0
1,7,1,48,2,28,9,0,0
3,4,0,23,0,0,11,0,1
2,7,0,19,2,20,8,0,1
1,7,0,25,2,28,7,0,0
1,4,0,1,1,26,10,0,0
6,5,0,46,3,38,5,0,0
4,2,0,21,4,36,8,0,0
2,5,0,3,1,18,9,1,0
3,1,1,33,2,4,2,1,1
0,4,1,49,4,17,0,2,1
4,7,1,36,2,33,1,2,0
3,2,0,3,1,1,10,0,1
6,9,1,11,0,29,10,0,0
4,4,0,14,2,33,2,1,0
1,6,0,37,3,30,4,0,0
5,3,1,6,3,13,9,1,1
1,4,1,19,2,28,0,2,0
4,3,0,35,4,36,7,1,0
3,3,0,25,4,7,10,1,0
7,7,0,21,2,19,6,0,0
4,8,0,19,2,33,4,0,0
3,3,0,40,0,0,11,0,1
7,5,1,10,0,10,6,1,0
6,7,1,27,0,29,3,1,0
1,3,0,3,3,30,0,0,1
2,9,0,21,4,24,5,1,1
1,9,1,5,4,32,2,0,0
1,6,1,23,0,25,1,1,0
3,7,0,8,1,1,3,0,0
7,0,1,33,3,21,4,1,0
2,2,1,31,1,18,7,1,1
1,2,1,27,3,30,4,1,1
2,2,1,15,4,24,4,0,1
4,7,0,35,3,35,0,2,1
2,0,0,14,0,11,3,1,0
1,5,1,22,0,25,9,1,1
1,4,1,42,4,32,9,1,0
1,7,0,19,0,25,8,1,1
6,4,0,38,4,39,11,1,0
1,7,0,37,1,26,2,1,0
0,4,1,50,0,3,4,0,0
2,6,0,36,1,18,11,0,0
3,5,0,38,2,4,4,1,0
7,0,1,9,1,16,11,1,1
7,4,0,23,0,10,8,0,0
4,3,1,41,3,35,10,1,0
1,8,1,44,0,25,9,1,0
2,1,1,14,1,18,7,1,0
2,4,1,29,1,18,11,0,0
6,0,0,24,4,39,10,0,1
3,6,1,15,2,4,7,0,1
6,5,1,48,4,39,1,0,0
2,5,0,37,4,24,4,0,1
3,1,0,6,3,5,9,1,0
7,5,0,46,4,23,5,0,0
4,6,0,9,4,36,1,0,0
2,3,0,44,1,18,1,2,0
2,7,0,50,1,18,8,1,0
2,4,0,44,2,20,8,0,0
5,3,1,18,0,2,4,1,1
1,4,1,46,2,28,4,1,0
6,8,1,4,3,38,2,1,1
3,4,0,8,4,7,2,1,0
1,3,0,19,4,32,8,0,1
2,3,0,29,0,11,10,0,0
7,7,0,22,0,10,4,1,0
3,4,0,40,0,0,2,0,0
0,3,1,14,1,8,1,1,1
1,6,0,18,0,25,2,1,0
7,6,0,38,3,21,1,0,0
1,4,0,23,3,30,11,1,0
3,5,0,16,4,7,3,0,0
1,5,0,19,4,32,9,0,0
2,5,0,37,0,11,0,2,0
4,4,0,7,1,31,5,1,1
1,3,0,32,3,30,10,1,1
4,9,1,48,2,33,6,0,1
1,3,1,34,0,25,9,1,1
2,1,0,6,0,11,1,2,0
3,4,1,34,2,4,3,1,0
1,5,1,25,2,28,1,0,1
2,0,1,23,0,11,2,0,1
1,6,0,10,4,32,2,0,0
3,2,1,13,0,0,1,2,1
4,7,0,23,2,33,1,0,0
2,6,1,3,2,20,2,1,1
2,3,0,27,2,20,0,2,0
0,3,0,23,2,12,2,0,1
1,6,1,24,2,28,0,0,1
2,6,1,32,0,11,4,1,0
1,4,0,24,2,28,2,1,1
1,4,0,7,1,26,6,1,0
4,1,0,21,4,36,3,0,0
7,8,1,5,4,23,2,1,1
0,5,1,49,1,8,3,0,0
3,4,0,24,4,7,10,1,0
1,6,0,45,1,26,1,2,0
5,1,1,35,3,13,3,0,0
3,6,1,14,4,7,4,1,0
4,5,1,25,1,31,11,1,0
1,7,0,4,1,26,4,0,0
3,5,1,12,3,5,11,1,0
1,4,0,2,2,28,5,0,1
2,3,0,22,1,18,10,1,0
1,4,1,43,3,30,2,0,0
1,9,1,26,4,32,7,1,1
2,7,0,37,3,22,11,1,1
3,3,0,36,1,1,9,0,0
7,9,1,5,2,19,11,0,1
1,0,0,43,0,25,4,0,1
1,5,1,19,0,25,4,1,1
3,8,0,25,1,1,10,1,1
4,5,1,15,3,35,10,1,1
1,5,1,0,4,32,7,0,1
7,2,0,12,0,10,7,0,0
7,5,0,50,4,23,2,0,0
1,4,1,16,0,25,0,1,0
0,2,0,16,0,3,3,0,0
3,4,0,41,1,1,1,2,0
1,5,0,4,4,32,7,1,0
2,4,0,12,4,24,8,1,0
7,7,0,32,2,19,5,0,0
3,4,0,50,2,4,9,1,1
1,0,0,31,0,25,1,1,1
7,5,1,20,4,23,4,1,0
2,5,1,33,2,20,1,2,0
2,0,1,26,2,20,2,2,0
1,4,1,46,1,26,3,1,1
1,5,0,13,3,30,6,1,0
6,4,0,16,0,29,0,1,0
1,1,1,22,2,28,0,2,0
4,8,0,40,0,27,4,0,0
1,2,1,38,3,30,9,1,1
3,6,0,39,4,7,10,1,1
4,4,0,20,0,27,7,0,0
5,5,0,37,2,9,10,0,0
3,0,0,5,2,4,6,0,0
5,4,1,48,1,6,2,0,1
1,5,1,9,1,26,9,1,0
2,8,0,40,0,11,5,1,0
2,5,0,14,4,24,1,1,0
2,2,1,39,0,11,9,1,0
3,7,1,25,4,7,3,0,0
1,8,0,38,2,28,2,0,1
1,3,0,22,0,25,1,0,0
3,6,0,42,3,5,9,0,1
6,5,1,23,4,39,4,0,0
1,3,1,23,1,26,9,0,0
1,5,0,36,1,26,3,1,1
2,5,0,24,3,22,3,0,0
1,5,1,38,2,28,0,1,1
6,5,0,14,3,38,7,0,0
1,5,1,41,1,26,1,1,1
3,6,0,32,4,7,8,0,1
1,4,1,5,0,25,2,1,0
2,1,1,32,4,24,2,0,0
3,4,0,37,4,7,11,1,0
2,3,1,44,2,20,3,0,0
1,2,0,14,4,32,1,1,0
3,3,1,19,3,5,2,1,0
7,4,0,45,2,19,11,0,1
0,5,0,0,3,15,0,0,0
4,4,0,4,4,36,5,1,1
4,0,1,33,3,35,6,1,1
1,3,0,34,3,30,4,0,1
1,5,1,12,1,26,10,0,1
2,6,1,14,0,11,2,2,1
4,3,0,28,3,35,3,1,1
0,5,1,13,4,17,3,0,1
3,3,0,12,4,7,11,0,1
3,5,1,6,3,5,8,0,1
3,3,1,7,1,1,3,0,1
1,3,0,7,0,25,8,0,1
5,6,0,13,2,9,5,1,1
4,9,0,36,4,36,1,0,0
6,0,0,39,2,37,4,0,0
1,5,1,7,0,25,6,0,0
0,5,0,26,3,15,8,1,1
1,5,0,25,2,28,7,0,1
5,5,1,0,0,2,10,1,0
7,8,0,39,0,10,5,1,1
2,4,0,7,0,11,2,1,0
3,6,0,32,2,4,8,1,1
1,4,1,31,0,25,7,1,0
3,6,1,3,1,1,3,1,1
6,6,1,20,1,34,9,0,0
1,6,1,47,4,32,6,1,1
1,7,0,14,2,28,5,1,0
3,4,0,29,4,7,4,1,0
1,9,0,35,0,25,11,0,0
1,7,1,16,0,25,11,1,0
2,2,0,43,0,11,0,2,1
1,6,0,1,4,32,9,0,0
2,2,0,43,1,18,11,1,1
2,5,1,15,2,20,5,1,1
3,9,0,35,1,1,11,0,1
7,4,1,50,2,19,5,1,1
7,4,1,19,4,23,10,1,1
1,6,1,51,3,30,2,0,0
3,5,0,22,2,4,0,1,1
2,5,0,49,0,11,5,1,1
0,6,0,4,0,3,8,1,0
7,4,0,16,3,21,1,0,0
1,4,0,16,0,25,10,0,1
1,8,0,38,4,32,11,1,1
1,1,1,8,4,32,4,1,0
0,9,0,51,4,17,4,1,0
1,0,0,49,1,26,1,0,1
1,7,1,43,3,30,3,0,0
3,2,0,8,0,0,5,0,1
1,9,1,45,3,30,2,2,1
7,9,0,33,3,21,0,1,0
1,7,1,42,3,30,11,1,0
0,8,0,8,0,3,0,0,0
5,4,1,16,1,6,7,1,0
1,2,0,7,4,32,2,1,1
4,7,1,31,4,36,10,1,0
5,9,1,51,0,2,1,0,1
0,4,1,48,0,3,3,0,1
1,5,1,5,2,28,9,1,1
2,0,0,0,3,22,11,0,0
2,6,1,6,0,11,6,1,0
2,4,0,21,0,11,0,0,1
4,6,0,32,3,35,0,2,0
6,6,1,34,0,29,8,1,0
2,6,1,38,2,20,5,0,1
1,7,0,23,0,25,4,0,0
1,1,0,3,2,28,10,0,0
1,2,1,24,0,25,4,0,1
1,7,0,32,1,26,11,0,0
1,6,0,35,1,26,8,0,1
6,4,0,14,3,38,8,1,0
1,6,0,42,3,30,1,2,0
3,9,1,16,2,4,10,1,0
4,8,0,6,1,31,11,1,0
1,8,0,26,1,26,7,0,1
1,4,0,14,2,28,2,1,0
3,6,0,24,0,0,8,1,1
5,6,1,5,1,6,1,0,0
6,4,1,15,0,29,11,1,1
1,6,1,46,3,30,2,2,1
1,2,0,51,4,32,3,0,1
0,0,1,12,2,12,2,1,0
0,8,0,48,2,12,7,1,1
3,6,0,50,0,0,3,0,1
2,6,0,30,0,11,8,1,1
1,2,1,34,4,32,5,0,1
1,6,0,21,1,26,2,1,1
3,0,0,11,2,4,3,1,0
7,0,0,30,3,21,5,0,1
1,7,1,32,0,25,0,1,0
2,7,1,10,2,20,8,0,1
3,5,1,46,0,0,9,0,0
2,1,0,18,0,11,1,2,0
2,5,1,46,4,24,1,2,1
1,7,0,36,4,32,10,0,0
2,6,0,13,0,11,5,1,1
1,4,1,31,1,26,1,2,1
1,8,0,33,2,28,8,1,0
1,7,1,19,2,28,11,1,1
1,3,1,34,2,28,9,0,0
4,8,0,46,2,33,5,0,1
4,4,0,47,2,33,1,1,0
4,5,0,35,2,33,5,0,1
1,7,1,12,3,30,6,1,1
1,3,1,34,3,30,10,1,0
7,5,1,14,1,16,8,0,0
3,1,1,22,2,4,5,0,0
1,4,0,35,2,28,1,1,0
1,9,1,21,2,28,3,0,0
2,6,0,38,4,24,10,0,0
4,6,0,1,1,31,0,0,0
2,4,1,1,2,20,6,0,0
1,3,0,49,4,32,7,0,0
6,6,0,41,2,37,4,1,0
0,6,1,45,2,12,9,0,0
1,6,1,50,0,25,1,0,0
0,1,1,5,1,8,8,1,0
1,6,0,29,0,25,3,1,0
1,5,0,7,1,26,2,0,1
1,2,1,4,3,30,0,1,0
3,2,0,42,1,1,11,1,1
1,4,0,20,3,30,2,2,0
2,7,1,41,2,20,2,0,0
1,1,1,2,4,32,4,0,0
1,6,0,44,0,25,11,0,0
2,5,0,38,1,18,1,1,0
3,7,0,23,2,4,5,0,0
4,7,0,21,2,33,5,0,0
1,9,0,29,0,25,4,0,0
3,3,0,37,0,0,7,0,0
1,4,0,12,2,28,8,0,0
1,3,1,16,4,32,2,1,0
5,7,0,35,4,14,7,1,1
4,6,0,6,3,35,8,0,1
4,7,1,43,4,36,5,1,1
1,6,0,14,4,32,11,0,0
2,4,0,33,0,11,6,1,0
2,6,1,37,4,24,0,2,0
5,4,0,31,4,14,3,0,0
3,0,0,8,4,7,3,0,0
4,7,0,38,2,33,1,1,0
6,5,1,42,3,38,9,1,1
3,6,1,25,0,0,4,0,1
5,8,0,51,1,6,9,1,1
5,7,1,31,4,14,4,1,1
7,3,0,37,4,23,5,0,1
2,9,1,45,1,18,11,1,0
7,3,1,18,2,19,11,0,0
1,3,0,10,4,32,7,0,0
2,1,1,27,2,20,1,0,0
1,8,1,49,1,26,9,0,1
2,0,0,28,2,20,2,1,1
1,1,0,41,4,32,0,2,0
4,5,0,47,0,27,3,1,1
0,4,0,16,1,8,0,2,0
6,1,0,50,3,38,0,2,0
4,3,0,32,0,27,6,1,0
4,3,1,12,1,31,0,2,1
1,9,1,17,3,30,1,0,0
1,4,1,36,1,26,6,1,0
3,7,1,2,0,0,1,0,1
2,1,0,40,1,18,4,1,0
7,3,1,13,0,10,3,0,1
2,7,0,11,1,18,8,0,1
5,7,1,29,0,2,7,1,1
4,5,0,0,0,27,3,0,1
6,2,0,2,1,34,7,1,0
1,0,0,32,0,25,1,1,0
2,4,1,29,3,22,5,1,1
2,0,1,30,4,24,11,1,0
4,6,1,17,2,33,0,1,0
6,5,0,32,0,29,11,1,0
1,6,0,23,3,30,4,1,1
1,9,0,9,0,25,2,1,0
3,5,0,46,1,1,11,0,0
6,3,1,24,4,39,3,1,0
2,5,0,4,3,22,2,0,0
1,4,0,46,1,26,9,1,1
4,4,1,41,4,36,6,1,0
1,4,0,35,2,28,1,0,0
2,5,1,11,0,11,11,1,0
1,6,0,12,1,26,2,1,0
1,4,0,32,4,32,1,2,1
1,5,0,24,4,32,0,2,0
1,5,1,5,3,30,10,0,1
2,4,0,23,0,11,2,0,1
2,3,1,11,3,22,9,0,0
1,4,0,41,3,30,6,0,0
1,4,0,16,4,32,1,1,0
2,6,0,4,0,11,5,1,1
1,6,1,16,1,26,1,2,1
7,6,0,51,2,19,8,1,0
6,7,1,43,2,37,0,0,1
4,4,0,26,2,33,4,0,1
6,5,0,46,2,37,5,1,1
1,6,0,22,3,30,9,0,1
2,3,1,40,4,24,10,0,1
7,3,1,5,4,23,8,0,0
4,7,1,18,2,33,1,0,1
5,4,0,46,1,6,3,1,1
2,5,0,42,2,20,10,0,1
2,6,1,21,0,11,5,0,0
3,7,1,47,2,4,6,1,0
2,7,1,48,4,24,5,1,0
5,4,1,34,0,2,7,1,1
4,2,1,15,4,36,1,1,1
3,5,1,45,1,1,10,0,0
0,3,0,5,3,15,1,0,1
1,3,0,9,3,30,0,2,0
3,6,0,4,3,5,3,0,0
1,4,1,5,3,30,2,1,0
5,7,1,20,2,9,7,0,1
3,5,1,39,0,0,7,0,1
2,5,1,3,1,18,11,0,1
5,3,0,15,3,13,4,1,1
3,2,1,16,3,5,7,1,0
7,1,1,51,0,10,8,1,0
2,1,1,48,1,18,7,0,0
1,5,0,28,2,28,7,1,1
3,4,1,18,2,4,1,0,0
3,4,0,46,3,5,5,0,0
4,4,1,35,2,33,4,0,1
2,3,1,48,0,11,6,0,0
4,5,0,1,0,27,11,0,0
5,4,0,37,4,14,8,1,1
3,7,1,32,4,7,8,1,0
2,1,1,21,3,22,0,2,0
4,5,1,46,3,35,9,0,0
0,7,1,4,3,15,5,1,0
6,5,0,31,4,39,4,0,0
1,4,0,27,1,26,2,2,0
7,6,1,34,4,23,11,1,1
1,6,1,24,0,25,7,1,1
2,5,1,37,1,18,1,0,1
7,4,1,45,1,16,4,1,1
3,2,0,14,4,7,11,0,0
1,7,0,31,4,32,0,0,1
6,5,0,6,4,39,9,0,1
1,6,0,19,1,26,6,0,1
1,4,0,23,0,25,9,0,1
7,8,0,21,2,19,0,1,0
4,6,1,1,3,35,4,0,0
1,5,0,41,1,26,11,0,1
5,5,0,50,3,13,4,1,0
7,4,0,34,2,19,9,0,0
1,1,0,42,3,30,5,0,1
1,6,1,21,1,26,2,1,0
1,6,0,8,4,32,0,2,1
1,4,0,15,1,26,1,1,0
1,1,1,39,4,32,2,0,0
3,2,0,34,4,7,3,1,0
3,0,0,8,1,1,9,0,1
1,5,1,45,0,25,0,0,0
5,6,0,15,3,13,8,0,0
3,6,1,37,0,0,2,2,1
2,7,0,8,3,22,7,1,1
1,9,0,49,4,32,5,0,1
1,4,1,46,2,28,10,0,0
5,3,1,0,1,6,0,2,0
2,4,0,39,4,24,11,0,1
3,8,0,22,2,4,4,1,0
3,4,1,28,0,0,4,1,0
1,5,1,3,1,26,9,0,0
7,6,0,30,3,21,10,0,0
1,6,1,6,1,26,5,0,0
7,8,1,51,1,16,9,0,1
3,1,0,27,4,7,11,0,0
1,5,0,41,0,25,8,0,1
1,5,1,25,0,25,2,1,0
1,3,0,29,1,26,11,1,1
2,6,1,15,1,18,3,1,1
4,2,1,51,4,36,2,1,1
1,2,1,39,2,28,11,1,1
1,6,0,28,3,30,6,0,0
0,5,1,30,0,3,9,0,0
2,6,1,12,3,22,1,1,0
1,5,0,0,4,32,9,1,1
3,4,1,31,1,1,9,0,0
1,4,0,25,3,30,0,1,0
5,4,0,16,4,14,0,2,1
0,5,0,21,1,8,2,1,0
7,4,1,2,2,19,9,1,0
1,7,1,50,1,26,5,1,0
4,1,0,31,1,31,6,0,0
2,3,1,40,1,18,2,1,1
1,4,0,8,1,26,10,1,1
2,7,1,6,2,20,1,2,1
4,0,1,43,0,27,3,1,1
1,4,1,24,1,26,1,1,0
2,6,0,46,0,11,10,1,1
1,9,1,12,0,25,11,0,0
7,2,0,51,4,23,2,0,1
1,2,0,20,2,28,3,0,0
2,5,1,12,3,22,3,0,0
1,6,0,0,4,32,5,0,0
1,4,0,40,0,25,5,0,1
7,4,1,17,3,21,1,0,1
3,7,0,13,4,7,5,1,1
1,4,1,8,2,28,8,0,1
7,7,1,4,0,10,8,0,0
1,5,1,10,2,28,8,1,0
4,5,0,11,2,33,5,0,1
1,5,1,20,3,30,11,0,0
5,7,0,33,3,13,2,0,0
3,9,0,37,3,5,2,1,0
3,4,0,29,1,1,0,0,1
4,6,0,50,1,31,0,2,0
7,4,0,39,1,16,7,0,1
2,4,1,12,3,22,11,0,1
3,5,0,35,4,7,3,1,0
7,3,0,49,4,23,9,1,1
4,5,0,9,4,36,6,0,0
1,5,0,45,4,32,6,0,1
3,3,0,17,2,4,9,0,0
1,4,1,44,3,30,0,0,0
1,2,0,2,3,30,9,0,1
2,4,1,16,4,24,4,0,0
7,4,1,38,2,19,7,0,0
1,6,1,4,0,25,1,1,0
2,1,0,43,4,24,2,0,1
0,6,1,36,3,15,6,0,0
4,6,0,45,1,31,11,1,0
1,3,1,7,4,32,1,1,1
1,4,0,29,0,25,0,0,0
4,4,0,26,1,31,7,1,1
4,3,0,36,4,36,4,0,1
4,5,0,44,2,33,1,2,0
3,6,1,30,4,7,4,1,1
1,5,1,40,4,32,9,1,1
2,4,1,13,2,20,11,1,1
2,5,1,35,3,22,11,0,0
6,5,1,37,0,29,6,0,1
1,5,1,28,0,25,9,0,1
1,7,1,2,3,30,8,0,0
0,7,0,40,3,15,9,0,0
0,5,1,31,3,15,11,0,1
1,8,1,45,3,30,3,0,1
1,4,1,24,1,26,1,1,0
3,4,0,22,4,7,9,0,0
6,4,1,10,1,34,7,1,0
2,5,0,50,3,22,1,2,0
3,1,0,5,3,5,2,0,1
1,2,1,10,2,28,5,0,0
1,5,1,22,2,28,2,1,0
4,6,0,0,2,33,3,1,0
7,5,0,38,4,23,1,1,0
7,3,1,20,0,10,10,1,1
1,7,0,4,3,30,10,0,0
4,8,0,45,4,36,4,1,0
4,5,0,33,0,27,9,1,0
5,4,0,27,3,13,1,0,0
3,7,0,9,4,7,10,1,1
1,7,1,33,4,32,1,1,0
3,4,0,5,4,7,6,1,0
4,3,0,11,4,36,7,0,0
7,9,0,30,3,21,4,1,0
1,6,1,1,0,25,5,1,0
3,5,1,12,1,1,10,1,0
1,3,0,14,0,25,7,1,0
1,5,1,31,4,32,3,1,1
3,5,0,13,0,0,0,2,0
0,4,0,21,3,15,8,0,1
7,6,1,2,1,16,3,0,0
1,4,0,33,1,26,9,1,1
2,6,1,34,3,22,4,1,1
1,4,0,42,0,25,8,0,1
3,4,0,3,2,4,1,0,0
1,3,0,10,3,30,10,0,0
1,4,0,40,3,30,6,0,1
2,7,1,31,0,11,0,2,1
3,6,0,23,0,0,0,0,0
1,5,0,18,4,32,2,0,0
2,5,0,11,4,24,0,2,0
4,4,0,23,4,36,9,1,1
4,3,0,24,3,35,9,1,0
0,5,0,23,2,12,0,2,1
5,5,0,3,0,2,8,1,0
0,3,1,11,0,3,4,1,1
2,4,0,3,1,18,2,2,1
1,1,0,20,4,32,3,0,0
1,8,1,26,1,26,7,1,0
6,5,0,22,2,37,0,1,0
5,8,1,8,3,13,1,1,1
3,4,0,5,4,7,0,1,1
4,7,0,51,3,35,0,2,0
4,5,0,21,0,27,2,1,0
7,7,1,43,0,10,2,0,0
0,4,0,0,3,15,0,2,0
1,4,1,22,3,30,4,0,0
2,7,0,20,1,18,4,0,0
1,7,1,10,2,28,5,0,0
3,5,0,48,4,7,0,2,0
2,4,0,25,2,20,2,0,0
1,6,1,4,1,26,4,0,0
3,5,0,23,4,7,0,2,0
1,6,1,19,1,26,2,1,0
6,8,0,6,4,39,6,1,1
3,4,0,48,2,4,11,0,1
7,0,0,21,0,10,6,0,0
1,2,0,8,4,32,8,1,0
1,7,1,48,4,32,3,1,1
2,5,0,4,4,24,5,1,0
5,6,0,42,0,2,6,1,0
1,5,0,10,0,25,2,1,0
0,5,1,18,0,3,0,1,1
1,7,0,33,4,32,3,1,0
7,5,0,11,0,10,7,0,0
1,5,0,40,4,32,4,1,1
4,6,1,50,2,33,7,1,1
2,4,0,40,4,24,4,0,0
4,1,1,8,1,31,1,2,1
4,5,0,31,4,36,8,1,0
1,2,0,23,4,32,3,0,0
7,1,0,31,0,10,8,0,0
1,4,0,10,0,25,4,1,0
7,4,0,3,1,16,2,1,1
5,5,0,51,4,14,2,2,0
4,6,1,4,2,33,2,0,0
0,6,1,8,3,15,3,1,1
3,1,0,25,3,5,8,1,1
3,2,0,29,0,0,9,0,0
5,1,1,49,1,6,1,2,1
1,4,0,30,3,30,6,1,0
2,4,0,24,1,18,1,2,0
1,5,0,3,2,28,6,0,0
1,7,0,25,4,32,1,2,1
6,7,0,21,1,34,2,0,0
1,6,0,46,4,32,6,1,1
1,0,0,35,4,32,8,0,1
1,1,0,16,4,32,3,0,0
4,6,1,50,3,35,7,0,1
1,9,0,43,3,30,1,1,0
2,8,1,46,4,24,8,1,0
6,5,0,28,2,37,4,0,0
5,5,0,37,2,9,7,0,0
0,3,0,15,3,15,2,1,1
1,5,0,22,1,26,6,1,0
4,4,1,4,0,27,8,1,1
1,5,1,3,0,25,7,0,1
1,5,1,39,0,25,7,0,0
3,2,0,11,2,4,5,0,1
2,4,1,50,3,22,0,1,1
3,3,1,2,0,0,7,1,1
1,2,0,46,0,25,0,1,1
6,5,1,0,4,39,3,1,1
2,3,0,29,2,20,6,0,0
1,0,0,9,4,32,8,0,1
2,5,0,16,4,24,1,1,1
7,6,1,21,4,23,8,1,1
1,5,1,51,3,30,9,1,1
2,6,0,30,3,22,1,1,0
1,7,1,19,4,32,2,1,0
1,4,1,0,3,30,10,0,1
1,4,1,20,2,28,11,1,1
5,5,0,22,3,13,5,0,1
3,7,1,0,0,0,11,0,0
1,4,0,1,2,28,11,1,0
6,9,1,25,3,38,1,0,0
3,1,0,9,3,5,6,1,1
1,4,1,9,4,32,3,0,0
4,9,0,7,1,31,2,1,1
1,9,1,42,3,30,10,1,1
2,7,1,4,2,20,9,0,1
1,1,1,49,1,26,2,0,0
2,0,0,15,4,24,3,0,1
1,6,0,37,2,28,11,0,1
1,8,0,31,1,26,7,0,1
4,4,1,9,0,27,3,0,1
1,4,0,5,2,28,0,1,0
1,3,0,42,2,28,2,1,0
6,5,0,3,0,29,6,1,0
1,5,0,14,3,30,5,0,0
6,9,0,24,0,29,7,1,0
1,9,0,12,2,28,10,0,1
7,4,1,18,0,10,3,0,1
1,0,0,8,0,25,5,0,0
7,4,0,13,3,21,7,1,1
1,5,0,7,3,30,8,1,1
1,1,0,41,3,30,0,1,1
3,6,0,43,4,7,7,1,0
6,1,1,24,1,34,5,0,1
0,5,0,46,3,15,8,0,0
1,1,0,11,0,25,2,0,1
1,7,0,14,1,26,1,2,0
4,6,1,42,0,27,9,0,0
3,6,1,35,4,7,7,0,1
3,7,1,13,3,5,0,1,1
1,4,1,10,1,26,0,1,0
4,1,0,16,2,33,5,0,1
1,4,0,16,0,25,2,2,1
0,5,1,29,2,12,7,1,1
1,6,0,29,1,26,6,0,0
2,3,1,31,1,18,9,0,1
7,4,1,36,4,23,4,0,0
1,4,0,50,1,26,5,1,1
6,4,0,3,1,34,4,1,1
1,5,0,14,1,26,2,0,1
3,8,0,38,2,4,6,1,1
1,9,0,29,1,26,7,1,1
1,5,1,27,4,32,6,1,0
1,5,1,40,0,25,9,0,0
1,7,0,51,1,26,0,2,1
1,1,0,33,3,30,10,1,0
1,6,0,17,0,25,9,0,0
3,3,1,43,3,5,0,1,1
0,6,0,1,2,12,1,1,1
1,3,0,19,4,32,1,0,0
2,1,1,12,1,18,6,1,0
4,0,0,30,1,31,0,0,0
1,4,0,8,4,32,10,0,1
1,6,1,31,0,25,0,0,1
1,4,1,44,1,26,11,0,1
0,8,0,13,0,3,6,0,1
2,2,0,47,3,22,7,0,0
1,9,0,41,0,25,5,1,0
1,5,0,7,0,25,10,1,0
3,5,1,38,1,1,0,0,1
4,4,1,13,3,35,7,1,1
2,4,1,1,2,20,11,0,0
1,6,0,37,0,25,6,0,0
2,7,0,49,2,20,3,1,1
2,7,1,4,1,18,1,0,1
3,3,1,36,2,4,0,0,1
2,6,1,33,2,20,5,1,1
7,1,0,33,0,10,3,1,0
